geometry,building,x,y
"POLYGON ((1962497.923797364 8368903.545772258, 1962476.45026759 8368927.091354256, 1962474.157086079 8368929.618850579, 1962446.616644057 8368959.838018411, 1962414.122484695 8368995.467086277, 1962399.417179961 8369011.607753628, 1962379.858345429 8368993.782073585, 1962408.923864475 8368960.192756258, 1962395.287226852 8368948.552929511, 1962403.046195361 8368938.088186668, 1962416.805284423 8368951.080433187, 1962459.629892531 8368901.59472929, 1962382.307374226 8368831.911794352, 1962350.392076216 8368865.367502454, 1962354.221466699 8368868.205369369, 1962344.425351509 8368878.625671315, 1962294.621011328 8368931.54772993, 1962271.722592072 8368909.886665479, 1962378.845338062 8368793.556530439, 1962409.135371507 8368821.535899806, 1962497.923797364 8368903.545772258))",apartments,"[1962497.923797364, 1962476.4502675901, 1962474.1570860795, 1962446.6166440572, 1962414.1224846947, 1962399.4171799612, 1962379.8583454287, 1962408.923864475, 1962395.2872268525, 1962403.0461953608, 1962416.8052844228, 1962459.6298925313, 1962382.307374226, 1962350.3920762157, 1962354.221466699, 1962344.4253515091, 1962294.621011328, 1962271.722592072, 1962378.8453380624, 1962409.1353715074, 1962497.923797364]","[8368903.545772258, 8368927.0913542565, 8368929.6188505795, 8368959.838018411, 8368995.467086277, 8369011.607753628, 8368993.782073585, 8368960.192756258, 8368948.552929511, 8368938.088186668, 8368951.080433187, 8368901.59472929, 8368831.911794352, 8368865.367502454, 8368868.205369369, 8368878.625671315, 8368931.54772993, 8368909.886665479, 8368793.556530439, 8368821.535899806, 8368903.545772258]"
"POLYGON ((1962498.21322804 8368943.985688221, 1962620.174862153 8369053.2898602, 1962647.114178925 8369023.51373557, 1962583.717728918 8368966.156788892, 1962578.630428189 8368971.766087923, 1962520.833348569 8368920.949985229, 1962498.21322804 8368943.985688221))",apartments,"[1962498.21322804, 1962620.1748621534, 1962647.1141789253, 1962583.7177289182, 1962578.630428189, 1962520.8333485692, 1962498.21322804]","[8368943.985688221, 8369053.2898602, 8369023.51373557, 8368966.156788892, 8368971.766087923, 8368920.949985229, 8368943.985688221]"
"POLYGON ((1962281.741346244 8370647.252897939, 1962311.942324096 8370655.768559229, 1962319.133563201 8370630.243781006, 1962328.228365598 8370597.933219714, 1962337.133924862 8370566.310254258, 1962342.911406434 8370545.797533604, 1962312.699296633 8370537.281999307, 1962281.741346244 8370647.252897939))",apartments,"[1962281.7413462435, 1962311.9423240959, 1962319.133563201, 1962328.2283655985, 1962337.1339248621, 1962342.9114064341, 1962312.699296633, 1962281.7413462435]","[8370647.252897939, 8370655.768559229, 8370630.243781006, 8370597.933219714, 8370566.310254258, 8370545.797533604, 8370537.281999307, 8370647.252897939]"
"POLYGON ((1962201.146034909 8370288.650473227, 1962201.969799141 8370285.701184174, 1962202.871487016 8370282.485795192, 1962211.554407298 8370284.925055664, 1962215.695492356 8370270.178629613, 1962206.945780379 8370267.717198966, 1962207.647093171 8370265.233594101, 1962208.593308843 8370261.885163855, 1962209.47273282 8370258.736310321, 1962218.266972593 8370261.219912997, 1962222.396925702 8370246.517884314, 1962213.680609572 8370244.078636534, 1962214.448714059 8370241.351114977, 1962215.239082444 8370238.534894593, 1962205.509758948 8370235.785200137, 1962207.235211056 8370229.642741214, 1962190.793322265 8370225.03035665, 1962174.974822624 8370281.310515421, 1962201.146034909 8370288.650473227))",apartments,"[1962201.1460349092, 1962201.969799141, 1962202.871487016, 1962211.5544072983, 1962215.695492356, 1962206.9457803795, 1962207.6470931713, 1962208.5933088432, 1962209.4727328203, 1962218.2669725933, 1962222.396925702, 1962213.6806095724, 1962214.4487140586, 1962215.2390824438, 1962205.5097589479, 1962207.2352110557, 1962190.7933222651, 1962174.974822624, 1962201.1460349092]","[8370288.650473227, 8370285.701184174, 8370282.485795192, 8370284.925055664, 8370270.1786296135, 8370267.717198966, 8370265.233594101, 8370261.885163855, 8370258.736310321, 8370261.219912997, 8370246.517884314, 8370244.078636534, 8370241.351114977, 8370238.534894593, 8370235.785200137, 8370229.6427412145, 8370225.03035665, 8370281.310515421, 8370288.650473227]"
"POLYGON ((1962248.401158751 8370519.740916668, 1962220.304119275 8370512.090267903, 1962191.472371159 8370617.780802363, 1962219.569410635 8370625.431560781, 1962248.401158751 8370519.740916668))",apartments,"[1962248.4011587508, 1962220.3041192747, 1962191.4723711591, 1962219.5694106354, 1962248.4011587508]","[8370519.7409166675, 8370512.090267903, 8370617.780802363, 8370625.431560781, 8370519.7409166675]"
"POLYGON ((1962142.925941224 8370514.596131694, 1962128.799497843 8370510.537963324, 1962122.621266104 8370508.78607712, 1962111.745351853 8370505.659293919, 1962086.653938628 8370593.409308917, 1962102.205271492 8370597.866691596, 1962098.531728296 8370610.706629908, 1962096.617033054 8370617.403808678, 1962085.55187567 8370656.123378661, 1962081.833804677 8370669.118652184, 1962063.477220645 8370663.885058044, 1962038.374675471 8370751.703485298, 1962069.477341199 8370760.596268188, 1962090.872947329 8370685.728685296, 1962109.708205171 8370691.11752918, 1962125.381989475 8370634.235486803, 1962129.233643857 8370620.574991474, 1962136.335827369 8370597.977571799, 1962120.394876288 8370593.431484943, 1962142.925941224 8370514.596131694))",apartments,"[1962142.9259412244, 1962128.7994978426, 1962122.6212661036, 1962111.745351853, 1962086.6539386283, 1962102.2052714922, 1962098.531728296, 1962096.6170330541, 1962085.5518756695, 1962081.8338046768, 1962063.4772206452, 1962038.374675471, 1962069.4773411988, 1962090.8729473294, 1962109.7082051714, 1962125.381989475, 1962129.2336438566, 1962136.3358273692, 1962120.3948762878, 1962142.9259412244]","[8370514.596131694, 8370510.537963324, 8370508.78607712, 8370505.659293919, 8370593.409308917, 8370597.866691596, 8370610.706629908, 8370617.403808678, 8370656.1233786605, 8370669.118652184, 8370663.885058044, 8370751.703485298, 8370760.596268188, 8370685.728685296, 8370691.11752918, 8370634.235486803, 8370620.574991474, 8370597.977571799, 8370593.431484943, 8370514.596131694]"
"POLYGON ((1961997.175331929 8370586.069047782, 1962000.470388856 8370587.554840228, 1961996.362699646 8370596.602657432, 1961960.862914032 8370580.502872754, 1961947.9498531 8370608.999072058, 1961981.946825588 8370624.4114592, 1961976.97084435 8370635.366470503, 1961974.466155807 8370634.235486803, 1961967.018881873 8370650.690207955, 1961970.848272356 8370652.419951661, 1961966.373228826 8370662.310545282, 1961930.617408383 8370646.09973623, 1961917.60415991 8370674.773599175, 1961952.959230185 8370690.807060695, 1961948.784749281 8370700.032415357, 1961977.382726466 8370712.983413478, 1961999.346061999 8370664.550345227, 1962004.934300437 8370667.078437076, 1962012.114407593 8370651.222436748, 1962007.349933387 8370649.04916943, 1962029.413456462 8370600.394760585, 1962034.957167104 8370602.900654388, 1962038.686370045 8370590.01637763, 1962049.161534129 8370553.780855939, 1962044.964789326 8370552.561181137, 1962059.614434315 8370501.82288797, 1962064.189665386 8370503.153433164, 1962069.187910523 8370485.856364435, 1962064.801922585 8370484.592349462, 1962079.930241384 8370432.213533654, 1962049.662471838 8370423.476375344, 1962046.623449739 8370434.009752757, 1962010.166316505 8370423.476375344, 1962001.14943775 8370454.721742954, 1962036.738278956 8370464.989057306, 1962033.743784654 8370475.389439981, 1962029.947790018 8370474.280656484, 1962024.84935734 8370491.954685316, 1962027.498761221 8370492.730835609, 1962024.615586409 8370502.732093825, 1961988.659390883 8370492.35384831, 1961979.442137045 8370524.309133915, 1962016.890013748 8370535.108765565, 1962014.340797409 8370543.912583758, 1962009.776698286 8370542.60420709, 1961997.175331929 8370586.069047782))",apartments,"[1961997.1753319288, 1962000.4703888558, 1961996.362699646, 1961960.8629140316, 1961947.9498530999, 1961981.946825588, 1961976.9708443498, 1961974.466155807, 1961967.018881873, 1961970.8482723557, 1961966.373228826, 1961930.6174083832, 1961917.6041599095, 1961952.9592301855, 1961948.7847492807, 1961977.3827264656, 1961999.346061999, 1962004.9343004366, 1962012.114407593, 1962007.349933387, 1962029.4134564623, 1962034.957167104, 1962038.6863700454, 1962049.161534129, 1962044.964789326, 1962059.6144343147, 1962064.189665386, 1962069.187910523, 1962064.8019225853, 1962079.930241384, 1962049.6624718378, 1962046.623449739, 1962010.1663165046, 1962001.14943775, 1962036.7382789562, 1962033.7437846542, 1962029.9477900183, 1962024.84935734, 1962027.4987612206, 1962024.6155864093, 1961988.659390883, 1961979.442137045, 1962016.890013748, 1962014.3407974087, 1962009.7766982862, 1961997.1753319288]","[8370586.069047782, 8370587.554840228, 8370596.602657432, 8370580.502872754, 8370608.999072058, 8370624.4114592, 8370635.366470503, 8370634.235486803, 8370650.690207955, 8370652.4199516615, 8370662.3105452815, 8370646.09973623, 8370674.773599175, 8370690.807060695, 8370700.032415357, 8370712.983413478, 8370664.550345227, 8370667.078437076, 8370651.2224367475, 8370649.04916943, 8370600.394760585, 8370602.900654388, 8370590.01637763, 8370553.780855939, 8370552.561181137, 8370501.82288797, 8370503.153433164, 8370485.856364435, 8370484.592349462, 8370432.213533654, 8370423.476375344, 8370434.009752757, 8370423.476375344, 8370454.721742954, 8370464.989057306, 8370475.389439981, 8370474.280656484, 8370491.954685316, 8370492.730835609, 8370502.732093825, 8370492.35384831, 8370524.309133915, 8370535.108765565, 8370543.912583758, 8370542.60420709, 8370586.069047782]"
"POLYGON ((1961655.9476968 8371587.649774719, 1961634.162472452 8371610.294585417, 1961713.911755656 8371686.968079788, 1961735.685848055 8371664.323033641, 1961655.9476968 8371587.649774719))",apartments,"[1961655.9476968, 1961634.1624724518, 1961713.9117556564, 1961735.6858480552, 1961655.9476968]","[8371587.649774719, 8371610.294585417, 8371686.968079788, 8371664.323033641, 8371587.649774719]"
"POLYGON ((1961839.190710595 8371597.630338935, 1961867.087374987 8371606.768111791, 1961913.863825019 8371464.158044416, 1961885.967160626 8371454.998269645, 1961839.190710595 8371597.630338935))",apartments,"[1961839.190710595, 1961867.0873749873, 1961913.863825019, 1961885.9671606263, 1961839.190710595]","[8371597.630338935, 8371606.768111791, 8371464.1580444155, 8371454.998269645, 8371597.630338935]"
"POLYGON ((1961950.376617999 8371438.896610833, 1961942.595385592 8371475.846199681, 1961986.299417678 8371485.050357757, 1961994.080650085 8371448.100722792, 1961950.376617999 8371438.896610833))",apartments,"[1961950.376617999, 1961942.5953855924, 1961986.2994176783, 1961994.0806500847, 1961950.376617999]","[8371438.896610833, 8371475.846199681, 8371485.050357757, 8371448.100722792, 8371438.896610833]"
"POLYGON ((1961926.598774766 8371412.06059094, 1961816.192103797 8371382.164049066, 1961709.614823312 8371485.671361611, 1961728.49460895 8371505.099937052, 1961824.106919592 8371412.504160724, 1961919.207160577 8371439.384539372, 1961926.598774766 8371412.06059094))",apartments,"[1961926.5987747659, 1961816.1921037969, 1961709.6148233116, 1961728.49460895, 1961824.106919592, 1961919.207160577, 1961926.5987747659]","[8371412.06059094, 8371382.164049066, 8371485.671361611, 8371505.0999370525, 8371412.504160724, 8371439.384539372, 8371412.06059094]"
"POLYGON ((1962262.449678489 8371733.478250634, 1962291.904815753 8371735.141709964, 1962295.589490898 8371669.623875623, 1962300.27604146 8371669.779130463, 1962302.70280636 8371599.293767616, 1962274.906329509 8371598.340068456, 1962272.579752151 8371665.786864104, 1962266.279068972 8371665.431996082, 1962262.449678489 8371733.478250634))",apartments,"[1962262.449678489, 1962291.904815753, 1962295.5894908982, 1962300.2760414605, 1962302.70280636, 1962274.9063295086, 1962272.5797521512, 1962266.2790689724, 1962262.449678489]","[8371733.478250634, 8371735.141709964, 8371669.623875623, 8371669.7791304635, 8371599.293767616, 8371598.340068456, 8371665.786864104, 8371665.431996082, 8371733.478250634]"
"POLYGON ((1961730.320248599 8371788.550043499, 1961786.29168857 8371700.364398395, 1961758.784642395 8371682.909266202, 1961709.971045682 8371759.095565865, 1961702.390188359 8371770.939445593, 1961730.320248599 8371788.550043499))",apartments,"[1961730.320248599, 1961786.29168857, 1961758.7846423949, 1961709.971045682, 1961702.390188359, 1961730.320248599]","[8371788.550043499, 8371700.364398395, 8371682.909266202, 8371759.095565865, 8371770.939445593, 8371788.550043499]"
"POLYGON ((1962216.719631671 8371809.243658764, 1962216.49699269 8371872.988343402, 1962238.883342288 8371873.077062906, 1962239.10598127 8371811.217650824, 1962250.260194247 8371811.239830507, 1962250.493965178 8371745.699140568, 1962228.018559986 8371745.610422605, 1962227.795921005 8371809.288018131, 1962216.719631671 8371809.243658764))",apartments,"[1962216.719631671, 1962216.4969926896, 1962238.8833422877, 1962239.1059812696, 1962250.2601942471, 1962250.4939651776, 1962228.0185599865, 1962227.795921005, 1962216.719631671]","[8371809.243658764, 8371872.988343402, 8371873.077062906, 8371811.217650824, 8371811.239830507, 8371745.699140568, 8371745.610422605, 8371809.288018131, 8371809.243658764]"
"POLYGON ((1961717.284736227 8371520.935594624, 1961797.790991969 8371597.630338935, 1961821.424119864 8371572.812027552, 1961740.917864123 8371496.139720102, 1961717.284736227 8371520.935594624))",apartments,"[1961717.284736227, 1961797.7909919687, 1961821.4241198641, 1961740.9178641227, 1961717.284736227]","[8371520.935594624, 8371597.630338935, 8371572.812027552, 8371496.139720102, 8371520.935594624]"
"POLYGON ((1961931.975506171 8371520.935594624, 1961923.771259699 8371553.205842406, 1961969.011500758 8371564.694528284, 1961977.20461528 8371532.446409076, 1961931.975506171 8371520.935594624))",apartments,"[1961931.975506171, 1961923.7712596995, 1961969.011500758, 1961977.2046152805, 1961931.975506171]","[8371520.935594624, 8371553.205842406, 8371564.694528284, 8371532.4464090755, 8371520.935594624]"
"POLYGON ((1961908.965767424 8371599.16069331, 1961900.115867906 8371631.231671087, 1961944.588004478 8371643.518929122, 1961953.437903996 8371611.42571882, 1961908.965767424 8371599.16069331))",apartments,"[1961908.965767424, 1961900.1158679058, 1961944.5880044776, 1961953.437903996, 1961908.965767424]","[8371599.16069331, 8371631.2316710865, 8371643.518929122, 8371611.42571882, 8371599.16069331]"
"POLYGON ((1961879.065352197 8371670.466687668, 1961865.11702 8371700.586191954, 1961906.516738626 8371719.77136007, 1961920.465070823 8371689.629598102, 1961879.065352197 8371670.466687668))",apartments,"[1961879.0653521968, 1961865.1170200005, 1961906.5167386262, 1961920.4650708227, 1961879.0653521968]","[8371670.466687668, 8371700.586191954, 8371719.77136007, 8371689.629598102, 8371670.466687668]"
"POLYGON ((1961738.012425413 8371815.27653502, 1961800.774354322 8371858.061302778, 1961814.911929653 8371837.323190981, 1961808.956336895 8371833.264294643, 1961752.150000744 8371794.538543554, 1961738.012425413 8371815.27653502))",apartments,"[1961738.012425413, 1961800.774354322, 1961814.9119296528, 1961808.9563368952, 1961752.1500007438, 1961738.012425413]","[8371815.27653502, 8371858.061302778, 8371837.323190981, 8371833.264294643, 8371794.538543554, 8371815.27653502]"
"POLYGON ((1961869.59206353 8371773.822789979, 1961846.214970464 8371761.734930672, 1961812.396109161 8371827.14268472, 1961819.219993946 8371830.669263728, 1961835.773202227 8371839.230651238, 1961869.59206353 8371773.822789979))",apartments,"[1961869.59206353, 1961846.2149704637, 1961812.3961091605, 1961819.2199939464, 1961835.7732022274, 1961869.59206353]","[8371773.822789979, 8371761.734930672, 8371827.1426847195, 8371830.669263728, 8371839.230651238, 8371773.822789979]"
"POLYGON ((1961856.200328788 8371985.019741999, 1961849.532291289 8372009.284933593, 1961907.80804472 8372025.299116567, 1961917.348125081 8372027.916396315, 1961918.260944905 8372024.589345951, 1961924.016162579 8372003.651143417, 1961866.586437279 8371987.880989872, 1961856.200328788 8371985.019741999))",apartments,"[1961856.200328788, 1961849.5322912894, 1961907.8080447197, 1961917.3481250806, 1961918.260944905, 1961924.0161625792, 1961866.586437279, 1961856.200328788]","[8371985.019741999, 8372009.284933593, 8372025.299116567, 8372027.916396315, 8372024.589345951, 8372003.651143417, 8371987.880989872, 8371985.019741999]"
"POLYGON ((1962346.785324714 8371616.549089951, 1962346.328914802 8371648.132200968, 1962412.463824282 8371649.085906566, 1962412.920234194 8371617.524970572, 1962346.785324714 8371616.549089951))",apartments,"[1962346.785324714, 1962346.3289148016, 1962412.4638242817, 1962412.9202341945, 1962346.785324714]","[8371616.549089951, 8371648.1322009675, 8371649.085906566, 8371617.524970572, 8371616.549089951]"
